query_id,applied_rules,ignored_rules,applied_rules_size,ignored_rules_size
query135.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query136.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query137.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query138.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query139.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query140.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query141.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query142.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query143.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query144.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query145.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query146.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
